tiempo,voltaje
265.798,-218.861
265.806,-235.059
265.816,-170.670
265.831,-254.221
265.839,-175.930
265.847,-218.861
265.856,-235.327
265.866,-169.447
265.883,-253.819
265.888,-175.796
265.897,-218.325
265.906,-235.595
265.916,-170.268
265.926,-252.730
265.940,-175.796
265.950,-218.325
265.957,-236.265
265.968,-170.134
265.976,-254.087
265.990,-176.600
265.996,-217.638
266.008,-236.265
266.017,-169.849
266.026,-253.685
266.047,-177.152
266.048,-216.968
266.059,-236.131
266.067,-169.581
266.076,-253.685
266.086,-177.152
266.098,-217.370
266.108,-236.817
266.116,-169.447
266.129,-254.087
266.136,-177.956
266.157,-217.370
266.158,-237.621
266.168,-169.849
266.177,-254.087
266.189,-177.956
266.196,-216.834
266.208,-237.755
266.220,-169.581
266.230,-253.551
266.238,-178.090
266.246,-216.566
266.264,-237.755
266.266,-169.447
266.278,-253.149
266.288,-177.956
266.296,-216.700
266.314,-238.425
266.317,-169.313
266.328,-253.417
266.337,-178.090
266.346,-216.298
266.356,-238.961
266.372,-169.447
266.377,-253.417
266.387,-178.090
266.396,-216.030
266.406,-238.693
266.422,-169.179
266.426,-253.149
266.437,-178.760
266.446,-216.164
266.456,-239.246
266.466,-169.447
266.480,-253.015
266.490,-178.358
266.497,-214.941
266.506,-239.112
266.516,-168.777
266.530,-253.283
266.540,-179.581
266.546,-215.075
266.556,-239.916
266.566,-168.777
266.587,-252.881
266.588,-179.581
266.599,-214.941
266.607,-240.184
266.619,-168.643
266.626,-252.060
266.639,-179.313
266.648,-214.941
266.656,-240.318
266.669,-168.509
266.676,-252.328
266.697,-180.385
266.698,-214.941
266.710,-240.184
266.717,-167.973
266.726,-252.730
266.736,-179.849
266.749,-212.781
266.758,-240.988
266.766,-167.705
266.778,-252.328
266.786,-180.385
266.804,-212.781
266.806,-240.720
266.819,-167.554
266.828,-251.792
266.836,-180.921
266.854,-212.647
266.858,-240.854
266.869,-167.420
266.878,-251.524
266.886,-180.519
266.895,-212.513
266.906,-241.122
266.926,-167.554
266.927,-251.524
266.936,-180.787
266.949,-212.111
266.956,-241.943
266.975,-167.152
266.977,-251.792
266.989,-181.474
266.999,-211.843
267.006,-241.541
267.016,-167.152
267.032,-251.658
267.037,-181.189
267.047,-211.843
267.056,-242.613
267.066,-167.152
267.082,-251.524
267.087,-181.742
267.097,-211.290
267.106,-242.747
267.116,-167.286
267.126,-251.524
267.142,-182.278
267.147,-211.290
267.158,-243.149
267.167,-166.884
267.176,-251.256
267.190,-182.278
267.198,-210.888
267.206,-242.881
267.215,-166.616
267.226,-251.256
267.236,-182.412
267.249,-210.218
267.259,-242.881
267.267,-166.482
267.276,-250.854
267.286,-182.412
267.297,-209.682
267.308,-243.283
267.317,-166.750
267.328,-251.256
267.336,-182.680
267.346,-209.816
267.364,-243.836
267.366,-166.884
267.378,-251.256
267.387,-183.903
267.396,-209.548
267.413,-244.506
267.416,-166.616
267.426,-250.302
267.436,-184.171
267.446,-209.414
267.456,-244.640
267.473,-166.616
267.477,-250.586
267.486,-184.305
267.495,-209.280
267.506,-244.908
267.520,-166.884
267.530,-250.586
267.537,-184.439
267.546,-208.459
267.556,-245.042
267.566,-166.080
267.579,-249.631
267.586,-184.305
267.596,-207.923
267.606,-245.176
267.616,-165.946
267.629,-250.168
267.638,-185.377
267.651,-208.057
267.659,-245.176
267.665,-165.410
267.676,-249.497
267.688,-184.841
267.698,-208.057
267.707,-245.444
267.719,-165.812
267.726,-250.168
267.737,-185.243
267.748,-207.655
267.757,-246.265
267.768,-165.812
267.776,-249.363
267.798,-185.377
267.799,-207.387
267.808,-246.533
267.817,-165.260
267.829,-249.363
267.836,-186.064
267.849,-206.851
267.859,-246.801
267.867,-170.804
267.879,-249.363
267.886,-186.600
267.906,-206.432
267.907,-246.533
267.916,-165.126
267.929,-248.693
267.937,-186.600
267.956,-206.030
267.957,-246.801
267.970,-165.126
267.979,-248.693
267.986,-186.868
267.996,-206.566
268.014,-247.471
268.016,-165.126
268.027,-248.693
268.036,-187.136
268.045,-204.137
268.063,-247.471
268.066,-165.126
268.076,-249.095
268.088,-187.940
268.096,-206.432
268.105,-248.559
268.123,-165.544
268.127,-248.961
268.138,-188.492
268.148,-205.226
268.156,-248.007
268.173,-165.126
268.176,-248.425
268.186,-188.760
268.197,-205.360
268.206,-248.827
268.216,-165.544
268.231,-248.141
268.237,-188.074
268.247,-204.690
268.256,-248.007
268.265,-164.724
268.281,-247.873
268.286,-188.894
268.296,-204.271
268.308,-248.961
268.316,-165.260
268.326,-247.873
268.340,-189.162
268.350,-204.003
268.357,-249.095
268.366,-165.126
268.376,-247.605
268.388,-189.698
268.398,-204.405
268.407,-249.363
268.419,-165.126
268.426,-247.203
268.447,-189.430
268.449,-203.869
268.458,-250.034
268.473,-172.010
268.476,-247.739
268.486,-190.787
268.499,-203.869
268.508,-250.034
268.521,-165.126
268.528,-247.203
268.535,-190.369
268.556,-203.333
268.558,-249.899
268.568,-165.126
268.576,-247.069
268.588,-191.055
268.595,-203.199
268.607,-250.168
268.617,-164.858
268.631,-246.935
268.638,-191.055
268.646,-202.529
268.664,-250.302
268.668,-164.724
268.680,-246.935
268.689,-191.189
268.696,-202.111
268.716,-250.302
268.717,-164.590
268.726,-246.935
268.740,-191.189
268.747,-201.977
268.756,-250.854
268.766,-164.992
268.786,-246.265
268.790,-191.457
268.798,-201.575
268.806,-250.586
268.818,-164.322
268.830,-245.042
268.837,-191.859
268.846,-201.441
268.860,-251.390
268.867,-164.724
268.876,-246.265
268.896,-192.395
268.898,-201.039
268.910,-251.524
268.916,-164.724
268.926,-245.578
268.946,-193.350
268.947,-200.637
268.960,-251.524
268.970,-165.126
268.978,-246.399
268.986,-194.422
269.004,-201.039
269.006,-251.658
269.019,-164.992
269.029,-245.444
269.036,-193.618
269.055,-200.369
269.057,-251.658
269.066,-164.858
269.079,-245.176
269.085,-194.422
269.096,-199.966
269.113,-251.926
269.117,-164.724
269.127,-245.310
269.137,-194.556
269.146,-199.682
269.165,-252.328
269.167,-165.126
269.177,-245.176
269.188,-195.226
269.196,-199.682
269.206,-253.015
269.222,-164.992
269.227,-244.908
269.236,-195.226
269.247,-199.414
269.256,-252.596
269.271,-164.858
269.279,-244.238
269.286,-195.511
269.296,-198.744
269.306,-252.881
269.315,-164.322
269.331,-243.702
269.340,-195.511
269.346,-198.074
269.356,-252.730
269.366,-164.724
269.380,-243.702
269.390,-191.055
269.397,-198.074
269.406,-252.881
269.416,-164.322
269.438,-243.551
269.440,-196.851
269.449,-197.672
269.458,-253.149
269.470,-164.188
269.476,-243.283
269.488,-197.387
269.497,-197.253
269.506,-253.417
269.518,-164.188
269.526,-242.881
269.546,-197.119
269.548,-196.181
269.559,-253.149
269.566,-162.563
269.579,-242.747
269.586,-197.940
269.598,-196.851
269.607,-253.819
269.616,-164.188
269.628,-242.747
269.636,-197.672
269.653,-195.779
269.656,-253.953
269.669,-164.188
269.678,-242.881
269.686,-198.744
269.702,-196.047
269.706,-254.087
269.717,-164.590
269.726,-242.479
269.736,-199.414
269.746,-195.511
269.762,-253.819
269.767,-164.456
269.776,-242.881
269.787,-199.966
269.796,-195.645
269.811,-254.355
269.818,-164.724
269.827,-243.015
269.837,-199.682
269.846,-195.377
269.856,-255.578
269.870,-164.590
269.880,-245.042
269.888,-200.235
269.896,-194.958
269.906,-255.310
269.916,-164.992
269.927,-242.077
269.940,-200.369
269.947,-193.886
269.955,-255.444
269.965,-165.126
269.979,-241.407
269.990,-201.039
269.997,-195.226
270.006,-255.444
270.016,-164.724
270.028,-241.407
270.037,-201.307
270.047,-194.422
270.057,-255.846
270.066,-164.992
270.085,-241.541
270.086,-202.395
270.097,-194.020
270.110,-255.846
270.118,-164.724
270.136,-240.988
270.138,-203.199
270.150,-193.350
270.160,-255.712
270.168,-165.126
270.176,-240.586
270.197,-203.601
270.198,-193.216
270.208,-255.712
270.216,-164.724
270.228,-240.184
270.236,-202.663
270.246,-192.529
270.260,-255.712
270.270,-164.858
270.277,-240.050
270.286,-203.601
270.304,-191.725
270.307,-255.578
270.320,-164.322
270.328,-239.514
270.336,-203.065
270.357,-191.189
270.358,-255.846
270.366,-164.992
270.379,-238.827
270.385,-204.003
270.396,-191.457
270.414,-255.846
270.417,-164.456
270.428,-238.827
270.437,-204.003
270.446,-191.055
270.464,-255.846
270.467,-165.126
270.478,-239.514
270.488,-205.226
270.496,-191.457
270.506,-256.248
270.518,-165.126
270.525,-238.559
270.537,-205.628
270.547,-191.055
270.556,-255.980
270.570,-164.858
270.576,-238.693
270.587,-206.030
270.597,-190.921
270.606,-255.846
270.616,-164.724
270.630,-238.291
270.640,-205.762
270.646,-189.832
270.656,-255.980
270.666,-164.858
270.678,-238.559
270.690,-206.566
270.697,-189.564
270.706,-256.516
270.716,-165.260
270.726,-238.559
270.737,-206.432
270.751,-188.894
270.758,-255.846
270.767,-165.126
270.779,-214.941
270.786,-208.057
270.803,-189.564
270.807,-257.052
270.818,-165.544
270.827,-238.425
270.836,-208.057
270.846,-186.734
270.862,-256.114
270.866,-165.126
270.877,-237.085
270.886,-208.325
270.896,-188.760
270.910,-256.248
270.919,-165.544
270.928,-237.353
270.937,-208.995
270.946,-188.760
270.955,-257.320
270.968,-165.544
270.977,-236.817
270.986,-208.459
270.998,-187.940
271.014,-257.320
271.018,-165.544
271.028,-236.817
271.036,-209.280
271.048,-188.074
271.055,-256.784
271.078,-165.126
271.079,-236.131
271.089,-209.950
271.096,-187.002
271.106,-257.052
271.116,-165.812
271.129,-236.265
271.139,-210.352
271.147,-187.404
271.159,-257.186
271.166,-165.812
271.187,-236.265
271.188,-210.620
271.197,-186.332
271.206,-256.650
271.218,-165.410
271.231,-235.461
271.237,-210.620
271.248,-186.332
271.257,-257.320
271.268,-165.544
271.276,-234.791
271.297,-211.290
271.299,-185.779
271.308,-257.186
271.316,-165.946
271.329,-234.372
271.336,-211.290
271.347,-186.332
271.358,-257.873
271.367,-166.348
271.377,-234.925
271.386,-212.647
271.396,-186.064
271.405,-257.605
271.418,-166.482
271.427,-234.238
271.440,-212.647
271.447,-184.975
271.464,-257.320
271.477,-234.238
271.489,-212.781
271.496,-184.707
271.505,-257.320
271.527,-166.884
271.528,-234.238
271.539,-213.049
271.547,-184.573
271.556,-257.605
271.565,-167.018
271.578,-234.238
271.588,-215.209
271.595,-184.573
271.608,-257.739
271.616,-166.884
271.635,-234.104
271.638,-215.477
271.649,-184.305
271.659,-257.873
271.667,-167.152
271.686,-233.434
271.688,-216.164
271.696,-183.769
271.706,-257.739
271.718,-167.286
271.726,-234.238
271.748,-248.961
271.749,-184.305
271.760,-258.141
271.766,-167.420
271.777,-233.568
271.796,-216.968
271.799,-183.769
271.807,-257.873
271.816,-167.839
271.826,-233.970
271.836,-216.968
271.846,-183.618
271.868,-257.739
271.869,-167.554
271.879,-232.228
271.886,-217.504
271.897,-182.546
271.906,-258.007
271.917,-167.705
271.928,-232.228
271.937,-217.102
271.948,-182.278
271.956,-257.605
271.976,-167.286
271.978,-231.407
271.988,-217.772
271.997,-182.144
272.008,-257.471
272.016,-167.839
272.026,-231.943
272.037,-218.593
272.050,-180.385
272.057,-257.605
272.066,-169.313
272.084,-231.139
272.086,-218.727
272.097,-180.787
272.109,-257.186
272.116,-167.286
272.136,-230.201
272.137,-219.531
272.150,-180.921
272.160,-257.186
272.169,-167.705
272.176,-230.067
272.185,-219.129
272.196,-180.653
272.208,-256.784
272.218,-167.973
272.226,-229.933
272.240,-219.933
272.246,-180.921
272.258,-257.320
272.269,-168.643
272.278,-229.933
272.289,-220.067
272.296,-180.251
272.316,-257.739
272.318,-168.241
272.326,-229.933
272.340,-220.888
272.348,-180.117
272.360,-257.052
272.366,-168.643
272.377,-229.514
272.390,-221.290
272.397,-179.983
272.405,-257.320
272.426,-168.509
272.427,-229.246
272.439,-221.290
272.449,-179.581
272.456,-257.052
272.477,-169.179
272.478,-229.514
272.487,-221.692
272.500,-179.715
272.508,-256.918
272.516,-169.313
272.526,-229.380
272.536,-222.496
272.547,-178.760
272.557,-257.052
272.568,-169.179
272.578,-229.112
272.585,-223.183
272.597,-178.894
272.607,-257.471
272.616,-169.447
272.627,-228.040
272.635,-223.049
272.657,-178.090
272.658,-256.248
272.669,-169.179
272.677,-228.040
272.688,-223.451
272.696,-178.090
272.708,-257.186
272.717,-169.447
272.730,-227.772
272.738,-223.853
272.746,-178.090
272.767,-257.186
272.769,-169.581
272.780,-227.219
272.787,-224.389
272.798,-177.956
272.806,-256.784
272.817,-169.447
272.826,-227.353
272.840,-224.657
272.847,-177.420
272.856,-257.052
272.876,-169.447
272.877,-226.415
272.889,-224.791
272.899,-176.600
272.907,-256.650
272.926,-169.581
272.928,-226.281
272.939,-225.611
272.949,-176.884
272.956,-256.650
272.965,-170.134
272.975,-226.281
272.998,-225.611
272.999,-176.198
273.008,-256.248
273.017,-170.268
273.028,-225.611
273.035,-225.745
273.049,-176.064
273.058,-256.516
273.067,-170.134
273.079,-225.611
273.086,-226.147
273.107,-175.796
273.108,-256.516
273.117,-170.804
273.126,-225.343
273.138,-226.281
273.146,-175.796
273.156,-256.382
273.170,-171.206
273.179,-225.059
273.187,-226.951
273.196,-175.528
273.214,-256.650
273.216,-171.742
273.229,-225.611
273.238,-227.906
273.246,-175.930
273.265,-257.052
273.268,-173.233
273.278,-225.343
273.289,-228.308
273.297,-174.992
273.306,-256.248
273.315,-171.876
273.332,-224.925
273.337,-228.978
273.348,-174.992
273.359,-256.516
273.366,-172.295
273.382,-223.719
273.386,-228.978
273.396,-174.992
273.408,-255.846
273.416,-172.010
273.425,-223.719
273.441,-229.246
273.446,-174.439
273.457,-255.980
273.466,-172.010
273.476,-223.317
273.489,-229.514
273.498,-173.769
273.507,-255.846
273.518,-172.831
273.525,-223.451
273.536,-229.933
273.549,-173.903
273.558,-255.846
273.567,-172.295
273.578,-222.496
273.586,-230.335
273.598,-173.635
273.607,-255.846
273.620,-172.697
273.628,-222.094
273.636,-229.933
273.659,-173.501
273.660,-255.578
273.669,-172.831
273.677,-221.692
273.686,-230.469
273.695,-173.367
273.708,-255.712
273.718,-173.367
273.728,-222.228
273.738,-231.943
273.746,-173.367
273.765,-255.712
273.767,-173.501
273.779,-221.558
273.787,-231.273
273.798,-172.563
273.806,-255.846
273.817,-173.501
273.826,-221.424
273.840,-232.362
273.847,-172.295
273.856,-255.310
273.865,-173.635
273.876,-221.290
273.888,-232.362
273.898,-172.295
273.907,-255.176
273.918,-173.903
273.926,-221.022
273.937,-232.764
273.950,-172.144
273.956,-255.176
273.967,-174.171
273.975,-220.888
273.998,-233.434
273.999,-171.742
274.009,-255.025
274.016,-174.305
274.026,-220.335
274.036,-233.970
274.049,-171.876
274.059,-255.025
274.067,-174.439
274.078,-219.799
274.085,-234.238
274.105,-171.608
274.106,-255.176
274.121,-175.260
274.127,-220.335
274.137,-234.523
274.154,-171.608
274.157,-255.176
274.167,-174.992
274.179,-219.397
274.186,-234.372
274.196,-171.608
274.214,-255.444
274.216,-176.064
274.229,-219.263
274.238,-235.327
274.246,-171.340
274.265,-255.025
274.267,-176.064
274.279,-219.531
274.289,-235.193
274.296,-171.474
274.305,-254.891
274.322,-176.198
274.327,-219.129
274.337,-235.863
274.348,-171.340
274.356,-255.176
274.370,-177.286
274.376,-218.861
274.387,-236.265
274.397,-170.938
274.406,-255.176
274.416,-176.734
274.431,-218.727
274.436,-236.667
274.446,-170.938
274.456,-254.757
274.466,-177.152
274.479,-218.174
274.489,-236.399
274.496,-170.536
274.506,-253.819
274.515,-176.734
274.525,-217.236
274.538,-236.533
274.549,-170.134
274.557,-253.685
274.566,-177.420
274.576,-217.370
274.589,-237.353
274.598,-169.849
274.606,-253.819
274.619,-177.286
274.626,-216.968
274.648,-237.889
274.650,-169.715
274.659,-253.819
274.666,-177.420
274.679,-216.968
274.685,-238.157
274.697,-169.581
274.708,-253.685
274.716,-178.090
274.729,-216.700
274.738,-256.248
274.757,-169.447
274.759,-253.685
274.767,-178.090
274.780,-216.298
274.788,-238.425
274.796,-169.179
274.808,-253.283
274.816,-178.090
274.830,-215.611
274.837,-238.291
274.845,-169.447
274.855,-253.417
274.866,-178.090
274.878,-215.343
274.887,-238.559
274.898,-169.045
274.909,-253.551
274.916,-178.492
274.929,-215.611
274.937,-238.961
274.947,-169.313
274.958,-252.730
274.966,-180.519
274.988,-214.941
274.998,-169.447
275.006,-252.194
275.016,-181.742
275.026,-215.075
275.039,-239.782
275.049,-169.045
275.056,-252.730
275.066,-179.715
275.076,-214.941
275.096,-240.184
275.097,-169.045
275.110,-253.015
275.116,-179.983
275.128,-212.915
275.139,-239.782
275.147,-168.375
275.158,-252.730
275.166,-179.849
275.177,-212.647
275.185,-240.452
275.204,-167.973
275.207,-252.194
275.218,-179.849
275.228,-212.647
275.236,-240.318
275.255,-167.152
275.257,-251.658
275.268,-180.251
275.278,-210.486
275.286,-240.854
275.295,-167.554
275.318,-251.792
275.319,-180.117
275.328,-212.513
275.336,-240.854
275.349,-167.286
275.356,-251.658
275.368,-181.608
275.380,-212.781
275.387,-242.211
275.396,-168.107
275.406,-251.926
275.415,-181.055
275.426,-211.977
275.440,-241.675
275.446,-167.018
275.456,-251.524
275.467,-181.055
275.476,-212.245
275.490,-241.675
275.499,-167.286
275.507,-251.792
275.516,-181.055
275.525,-211.156
275.536,-242.211
275.548,-167.286
275.559,-251.122
275.567,-182.278
275.579,-210.888
275.585,-242.747
275.598,-167.152
275.607,-250.720
275.617,-181.055
275.628,-208.727
275.636,-242.345
275.658,-167.152
275.660,-250.720
275.669,-182.144
275.676,-210.888
275.689,-243.015
275.695,-166.884
275.708,-250.720
275.717,-182.010
275.726,-209.950
275.738,-242.881
275.746,-166.616
275.767,-250.854
275.768,-182.680
275.776,-210.218
275.786,-243.551
275.799,-166.616
275.806,-250.302
275.818,-182.412
275.828,-209.950
275.837,-243.283
275.846,-166.214
275.856,-250.854
275.866,-183.350
275.876,-210.352
275.889,-243.702
275.900,-166.348
275.908,-250.586
275.916,-182.814
275.926,-208.995
275.940,-243.970
275.950,-167.018
275.957,-251.122
275.966,-183.082
275.975,-209.548
275.999,-244.908
276.000,-166.884
276.009,-250.302
276.017,-183.903
276.029,-208.861
276.036,-244.506
276.048,-165.812
276.058,-250.586
276.067,-184.171
276.078,-208.459
276.086,-245.310
276.106,-165.946
276.109,-249.899
276.119,-184.037
276.126,-208.459
276.136,-245.310
276.146,-166.616
276.159,-250.586
276.168,-185.779
276.176,-208.995
276.186,-245.846
276.196,-166.884
276.205,-250.720
276.215,-185.243
276.230,-208.325
276.240,-243.417
276.247,-165.812
276.256,-250.034
276.266,-185.377
276.278,-206.851
276.288,-245.444
276.296,-165.410
276.309,-249.631
276.316,-185.779
276.326,-207.387
276.347,-246.265
276.348,-165.544
276.358,-250.034
276.371,-185.779
276.378,-207.655
276.385,-246.533
276.398,-165.126
276.407,-249.363
276.419,-185.779
276.428,-207.387
276.436,-246.399
276.458,-164.858
276.458,-248.961
276.468,-186.064
276.478,-206.566
276.488,-247.069
276.496,-165.126
276.508,-248.693
276.520,-186.734
276.529,-206.432
276.536,-246.801
276.546,-165.260
276.564,-249.095
276.566,-186.868
276.579,-206.164
276.590,-246.935
276.598,-165.126
276.614,-248.425
276.617,-186.332
276.627,-206.164
276.640,-247.203
276.648,-165.126
276.656,-249.229
276.665,-187.002
276.686,-206.030
276.688,-247.069
276.698,-165.126
276.707,-248.559
276.718,-186.734
276.726,-205.226
276.738,-247.203
276.746,-164.992
276.755,-248.559
276.767,-187.538
276.776,-205.762
276.800,-256.516
276.801,-165.126
276.808,-248.425
276.816,-187.404
276.826,-205.226
276.836,-247.739
276.849,-165.126
276.858,-248.559
276.866,-188.492
276.878,-205.226
276.885,-247.739
276.895,-165.126
276.906,-247.873
276.919,-188.208
276.928,-204.556
276.935,-247.873
276.946,-164.858
276.956,-247.873
276.968,-188.626
276.979,-204.405
276.987,-248.693
276.997,-165.126
277.005,-247.873
277.015,-189.296
277.028,-204.405
277.039,-248.141
277.045,-164.590
277.056,-247.471
277.066,-189.296
277.080,-204.556
277.089,-249.363
277.096,-165.126
277.106,-247.471
277.115,-189.564
277.125,-204.003
277.139,-248.961
277.149,-164.724
277.157,-247.203
277.167,-189.296
277.176,-204.003
277.189,-249.363
277.198,-165.126
277.206,-247.203
277.219,-190.101
277.226,-203.065
277.248,-249.497
277.250,-164.590
277.259,-247.203
277.266,-189.966
277.276,-203.333
277.285,-250.034
277.299,-164.992
277.309,-246.667
277.317,-190.369
277.329,-203.065
277.336,-250.720
277.357,-164.992
277.359,-246.935
277.367,-190.653
277.376,-203.199
277.388,-250.302
277.396,-164.992
277.406,-247.203
277.417,-191.055
277.429,-203.065
277.436,-250.302
277.445,-164.992
277.465,-247.069
277.467,-191.591
277.479,-202.395
277.489,-250.302
277.497,-165.126
277.515,-246.399
277.517,-191.189
277.531,-201.575
277.537,-250.302
277.548,-164.456
277.556,-246.399
277.565,-191.189
277.586,-201.441
277.588,-250.586
277.597,-164.456
277.606,-245.846
277.617,-191.859
277.625,-201.039
277.637,-250.854
277.650,-164.724
277.657,-245.846
277.667,-192.127
277.676,-201.441
277.697,-251.524
277.698,-164.992
277.708,-245.997
277.716,-192.663
277.728,-201.441
277.736,-251.524
277.749,-165.126
277.757,-245.846
277.766,-193.350
277.777,-201.039
277.785,-251.524
277.804,-164.456
277.808,-245.578
277.819,-193.350
277.829,-200.637
277.837,-251.658
277.854,-164.858
277.858,-245.846
277.867,-194.422
277.876,-200.905
277.890,-252.462
277.896,-164.858
277.905,-245.712
277.928,-193.886
277.928,-200.101
277.938,-252.194
277.946,-164.590
277.959,-245.176
277.966,-194.690
277.977,-200.637
277.986,-252.881
277.996,-165.126
278.007,-244.506
278.015,-195.377
278.034,-199.816
278.037,-252.462
278.046,-164.992
278.059,-245.042
278.066,-195.226
278.085,-199.682
278.086,-252.462
278.099,-164.590
278.109,-245.042
278.116,-195.377
278.126,-199.414
278.146,-252.881
278.148,-164.724
278.156,-245.176
278.169,-195.377
278.176,-197.940
278.196,-253.417
278.198,-164.724
278.207,-244.506
278.216,-195.511
278.228,-198.878
278.236,-252.881
278.245,-164.992
278.267,-244.104
278.269,-196.315
278.287,-165.126
278.296,-163.920
278.306,-243.836
278.320,-195.779
278.329,-199.012
278.337,-252.730
278.345,-164.456
278.356,-243.551
278.376,-196.047
278.378,-198.342
278.387,-253.149
278.396,-163.920
278.408,-244.104
278.416,-196.717
278.427,-197.940
278.436,-253.551
278.447,-164.456
278.458,-243.702
278.466,-196.583
278.485,-197.806
278.486,-253.551
278.498,-164.322
278.509,-243.283
278.517,-197.119
278.536,-197.521
278.537,-253.149
278.546,-163.920
278.557,-243.283
278.567,-197.119
278.575,-197.119
278.585,-253.685
278.608,-163.920
278.609,-242.881
278.618,-197.119
278.626,-196.985
278.636,-253.551
278.646,-164.456
278.658,-243.149
278.668,-197.387
278.677,-196.851
278.688,-253.953
278.695,-164.724
278.716,-243.283
278.718,-198.878
278.726,-196.985
278.740,-254.087
278.747,-164.724
278.766,-242.881
278.768,-197.940
278.778,-196.449
278.787,-253.819
278.798,-164.724
278.806,-242.881
278.815,-198.208
278.825,-195.913
278.838,-253.551
278.849,-164.322
278.858,-242.881
278.866,-199.012
278.876,-196.449
278.889,-254.355
278.899,-164.858
278.907,-242.881
278.919,-199.280
278.926,-196.047
278.948,-254.087
278.950,-164.188
278.959,-242.613
278.967,-199.012
278.975,-195.645
278.986,-254.489
278.998,-164.590
279.007,-242.479
279.016,-199.414
279.028,-195.511
279.036,-254.489
279.056,-164.724
279.057,-241.943
279.069,-199.146
279.077,-195.092
279.089,-253.953
279.095,-163.920
279.108,-241.943
279.120,-199.414
279.126,-194.690
279.138,-253.819
279.146,-164.054
279.166,-241.407
279.167,-199.682
279.177,-194.958
279.187,-254.489
279.199,-163.786
279.206,-241.256
279.219,-200.101
279.228,-194.690
279.237,-254.221
279.248,-164.188
279.255,-241.407
279.265,-199.816
279.275,-194.690
279.289,-253.953
279.299,-163.384
279.307,-241.407
279.316,-200.503
279.326,-194.556
279.339,-255.025
279.348,-164.322
279.356,-240.988
279.368,-200.503
279.375,-194.690
279.386,-255.025
279.396,-164.456
279.408,-240.854
279.419,-200.503
279.427,-193.752
279.436,-255.025
279.446,-164.590
279.459,-240.586
279.469,-201.307
279.476,-193.886
279.486,-255.444
279.495,-164.322
279.516,-241.256
279.518,-201.977
279.528,-193.886
279.537,-255.444
279.547,-164.724
279.555,-240.720
279.568,-201.575
279.577,-193.350
279.586,-255.025
279.599,-164.456
279.606,-240.854
279.626,-201.977
279.628,-193.484
279.638,-255.712
279.647,-164.188
279.658,-240.586
279.665,-202.261
279.678,-193.350
279.686,-255.310
279.696,-164.724
279.707,-240.720
279.716,-202.797
279.734,-193.082
279.736,-255.025
279.747,-164.724
279.758,-240.184
279.766,-202.797
279.782,-192.931
279.787,-255.444
279.798,-164.188
279.807,-240.184
279.816,-203.065
279.825,-191.993
279.842,-255.846
279.847,-164.188
279.857,-239.916
279.866,-203.065
279.876,-192.395
279.893,-255.846
279.897,-164.858
279.907,-239.782
279.916,-203.199
279.926,-192.395
279.936,-255.846
279.949,-164.858
279.959,-239.782
279.967,-203.199
279.976,-191.457
279.985,-255.846
279.998,-164.858
280.007,-239.380
280.016,-203.601
280.028,-191.457
280.036,-255.578
280.057,-164.322
280.059,-238.827
280.069,-203.601
280.076,-191.323
280.086,-255.712
280.096,-164.858
280.110,-239.246
280.120,-204.003
280.126,-191.323
280.136,-255.846
280.146,-164.322
280.155,-238.961
280.166,-203.601
280.182,-191.055
280.186,-255.025
280.195,-163.920
280.206,-238.559
280.216,-204.137
280.231,-191.189
280.237,-255.712
280.246,-164.188
280.258,-238.827
280.266,-204.405
280.276,-191.055
280.291,-255.712
280.296,-164.858
280.306,-239.112
280.318,-204.405
280.326,-191.055
280.340,-255.846
280.348,-164.322
280.356,-238.693
280.366,-204.405
280.376,-191.055
280.386,-256.114
280.398,-164.724
280.409,-239.246
280.417,-205.226
280.426,-190.787
280.436,-255.846
280.447,-165.126
280.458,-238.693
280.467,-205.360
280.478,-191.055
280.486,-255.980
280.508,-165.126
280.509,-238.291
280.518,-205.226
280.527,-191.055
280.539,-256.114
280.546,-165.126
280.560,-239.246
280.568,-206.164
280.576,-190.787
280.586,-256.248
280.596,-164.992
280.615,-238.827
280.616,-206.030
280.627,-190.921
280.640,-256.382
280.649,-165.126
280.656,-238.559
280.669,-206.566
280.679,-190.369
280.688,-256.114
280.696,-165.126
280.705,-238.559
280.715,-206.164
280.726,-190.235
280.740,-255.980
280.750,-165.126
280.757,-238.157
280.766,-206.164
280.776,-189.162
280.790,-256.248
280.799,-165.126
280.807,-238.291
280.816,-206.985
280.826,-189.832
280.836,-256.248
280.848,-165.126
280.858,-237.889
280.866,-206.432
280.877,-189.162
280.885,-255.980
280.897,-165.126
280.906,-237.621
280.920,-208.727
280.927,-189.296
280.935,-256.650
280.957,-164.992
280.958,-237.353
280.967,-204.137
280.978,-189.028
280.988,-256.248
280.996,-165.126
281.006,-237.755
281.019,-207.923
281.030,-189.162
281.037,-256.248
281.046,-165.126
281.065,-237.755
281.066,-207.923
281.076,-188.626
281.089,-255.980
281.096,-164.992
281.116,-237.353
281.117,-207.521
281.126,-188.358
281.136,-255.846
281.148,-164.992
281.156,-236.817
281.165,-207.521
281.186,-187.940
281.188,-255.846
281.197,-165.126
281.210,-236.817
281.217,-207.923
281.236,-188.208
281.238,-256.382
281.247,-164.992
281.256,-236.533
281.268,-208.325
281.276,-188.626
281.297,-256.248
281.299,-164.992
281.307,-236.131
281.317,-208.325
281.327,-187.672
281.347,-256.114
281.348,-164.992
281.357,-236.399
