tiempo,voltaje
281.366,-208.459
281.377,-187.940
281.386,-257.052
281.395,-165.126
281.406,-236.667
281.418,-208.727
281.427,-187.538
281.436,-258.007
281.447,-165.126
281.463,-236.265
281.468,-209.146
281.477,-187.404
281.486,-256.382
281.498,-165.260
281.506,-236.533
281.527,-208.995
281.529,-187.136
281.539,-255.176
281.554,-203.735
281.556,-236.667
281.565,-209.816
281.580,-187.404
281.589,-256.650
281.596,-165.126
281.606,-236.265
281.616,-208.727
281.625,-186.734
281.635,-256.516
281.650,-165.260
281.659,-234.925
281.666,-209.816
281.678,-187.002
281.685,-256.650
281.697,-165.126
281.707,-234.925
281.716,-209.280
281.728,-186.466
281.736,-256.114
281.745,-165.126
281.758,-235.059
281.768,-209.682
281.776,-186.734
281.789,-256.248
281.796,-165.126
281.808,-235.059
281.817,-210.084
281.831,-186.600
281.838,-256.114
281.845,-165.126
281.866,-235.461
281.868,-210.486
281.878,-186.466
281.886,-256.248
281.898,-165.126
281.906,-234.925
281.918,-211.022
281.930,-186.466
281.937,-256.248
281.949,-165.260
281.955,-235.059
281.975,-210.352
281.976,-186.064
281.987,-256.114
281.999,-165.126
282.006,-234.657
282.026,-210.352
282.028,-185.243
282.036,-256.650
282.046,-165.260
282.056,-234.657
282.066,-210.888
282.075,-186.332
282.085,-257.052
282.097,-165.126
282.108,-234.523
282.117,-210.620
282.128,-186.332
282.135,-256.248
282.147,-165.410
282.156,-234.523
282.169,-211.156
282.176,-186.466
282.186,-256.784
282.208,-165.126
282.210,-234.925
282.218,-211.709
282.227,-185.779
282.237,-256.382
282.254,-165.544
282.257,-238.157
282.267,-211.977
282.276,-185.913
282.288,-256.248
282.296,-165.544
282.315,-234.523
282.316,-211.156
282.329,-185.779
282.339,-256.114
282.346,-165.812
282.365,-234.372
282.368,-211.843
282.377,-184.975
282.386,-256.248
282.398,-165.260
282.406,-234.372
282.415,-211.441
282.425,-184.305
282.438,-256.382
282.450,-165.260
282.456,-234.104
282.467,-212.111
282.483,-185.913
282.486,-256.650
282.496,-165.946
282.505,-233.970
282.517,-211.843
282.526,-185.109
282.547,-257.052
282.548,-165.946
282.558,-234.104
282.568,-212.379
282.579,-184.439
282.586,-255.980
282.597,-165.126
282.607,-233.836
282.616,-212.513
282.628,-184.841
282.636,-256.516
282.655,-165.946
282.656,-234.238
282.670,-212.647
282.680,-184.841
282.687,-256.918
282.706,-165.946
282.708,-234.104
282.717,-212.513
282.729,-184.439
282.737,-256.248
282.746,-165.812
282.764,-233.836
282.766,-212.513
282.779,-184.707
282.788,-257.052
282.798,-183.216
282.815,-234.238
282.817,-212.647
282.829,-184.707
282.838,-256.650
282.846,-165.946
282.855,-234.104
282.866,-212.647
282.886,-184.573
282.889,-256.650
282.900,-165.410
282.906,-233.836
282.918,-212.647
282.937,-184.171
282.937,-257.052
282.947,-165.544
282.955,-234.238
282.967,-212.915
282.976,-184.573
282.994,-256.650
282.995,-165.812
283.008,-233.970
283.018,-212.781
283.025,-184.305
283.045,-256.784
283.047,-165.544
283.059,-233.032
283.069,-212.647
283.076,-184.305
283.085,-256.784
283.095,-166.080
283.116,-234.104
283.117,-213.049
283.128,-184.305
283.136,-257.186
283.148,-166.348
283.155,-234.104
283.166,-214.941
283.176,-184.305
283.189,-257.320
283.196,-166.616
283.206,-233.970
283.227,-214.941
283.229,-184.573
283.238,-257.186
283.246,-166.482
283.258,-234.104
283.265,-214.941
283.277,-184.573
283.287,-257.186
283.300,-166.348
283.307,-234.238
283.316,-214.941
283.326,-184.171
283.335,-257.052
283.348,-166.348
283.357,-233.836
283.369,-214.941
283.376,-184.037
283.395,-256.650
283.397,-165.946
283.409,-233.300
283.418,-214.941
283.426,-183.618
283.435,-256.650
283.456,-165.410
283.458,-232.898
283.466,-213.049
283.480,-183.769
283.487,-256.382
283.505,-165.410
283.506,-233.300
283.519,-212.915
283.529,-183.769
283.536,-257.186
283.545,-166.080
283.565,-233.970
283.566,-215.075
283.576,-183.903
283.589,-256.650
283.597,-166.348
283.616,-233.032
283.618,-214.941
283.627,-183.769
283.636,-256.382
283.648,-165.678
283.656,-232.764
283.666,-213.049
283.676,-183.082
283.688,-256.248
283.698,-163.652
283.707,-232.496
283.718,-212.915
283.725,-182.814
283.737,-256.516
283.749,-165.678
283.758,-232.764
283.765,-214.941
283.775,-183.618
283.786,-257.052
283.797,-166.482
283.807,-232.362
283.816,-214.941
283.827,-183.082
283.846,-256.516
283.848,-165.946
283.859,-233.300
283.869,-214.941
283.876,-183.903
283.885,-256.650
283.908,-166.348
283.909,-233.032
283.918,-214.941
283.926,-183.618
283.939,-255.578
283.946,-166.482
283.957,-233.300
283.970,-214.941
283.980,-183.769
283.987,-256.516
283.995,-167.018
284.015,-233.300
284.016,-214.941
284.029,-183.216
284.038,-256.650
284.045,-166.616
284.065,-233.300
284.066,-214.941
284.077,-183.618
284.086,-257.186
284.096,-166.482
284.105,-233.434
284.123,-214.941
284.126,-183.216
284.138,-256.516
284.148,-164.456
284.156,-232.764
284.174,-214.941
284.177,-183.769
284.188,-257.052
284.197,-166.214
284.205,-233.300
284.215,-214.941
284.232,-183.618
284.237,-256.650
284.247,-166.348
284.256,-233.568
284.265,-214.941
284.281,-183.903
284.288,-256.516
284.296,-166.482
284.306,-233.434
284.315,-214.941
284.326,-184.171
284.335,-256.784
284.348,-165.946
284.358,-233.434
284.367,-215.075
284.375,-183.216
284.385,-256.516
284.399,-165.678
284.408,-232.630
284.417,-213.049
284.425,-182.680
284.436,-256.382
284.446,-166.214
284.455,-233.434
284.473,-214.941
284.477,-183.350
284.488,-256.248
284.499,-165.126
284.506,-232.898
284.527,-213.049
284.528,-182.680
284.539,-256.382
284.547,-165.812
284.556,-232.362
284.565,-212.915
284.575,-184.171
284.595,-255.846
284.596,-165.260
284.609,-232.228
284.617,-213.049
284.626,-183.216
284.635,-255.980
284.649,-165.812
284.659,-232.898
284.666,-214.941
284.675,-183.350
284.686,-257.052
284.695,-165.946
284.705,-233.032
284.719,-213.183
284.728,-183.618
284.736,-256.650
284.749,-165.812
284.756,-233.166
284.768,-214.941
284.778,-183.769
284.786,-256.382
284.798,-165.410
284.806,-233.970
284.832,-255.444
284.834,-184.171
284.837,-257.186
284.848,-166.482
284.856,-233.300
284.865,-213.183
284.880,-183.903
284.889,-256.784
284.896,-166.080
284.906,-233.568
284.915,-214.941
284.936,-184.037
284.937,-256.650
284.951,-165.812
284.961,-233.568
284.968,-213.183
284.975,-183.903
284.987,-256.784
284.996,-166.348
285.009,-233.568
285.016,-214.941
285.026,-184.305
285.043,-257.186
285.046,-165.946
285.058,-233.568
285.068,-213.049
285.076,-183.903
285.095,-256.650
285.096,-165.946
285.108,-232.898
285.119,-213.317
285.126,-184.707
285.135,-257.186
285.145,-165.946
285.155,-233.300
285.167,-213.049
285.177,-184.439
285.186,-256.516
285.197,-165.812
285.206,-233.836
285.218,-212.647
285.227,-184.037
285.240,-256.248
285.246,-166.080
285.255,-233.032
285.277,-212.647
285.280,-183.903
285.289,-256.516
285.297,-165.678
285.306,-233.836
285.315,-212.647
285.328,-184.037
285.338,-256.784
285.346,-165.812
285.355,-234.238
285.366,-212.647
285.375,-184.171
285.395,-256.114
285.395,-165.812
285.406,-233.836
285.419,-212.647
285.426,-184.305
285.447,-255.980
285.448,-165.812
285.457,-233.702
285.466,-212.513
285.478,-184.439
285.485,-256.382
285.495,-165.410
285.516,-234.104
285.519,-212.647
285.526,-184.439
285.539,-255.980
285.546,-165.410
285.564,-233.702
285.567,-212.647
285.576,-184.573
285.589,-256.114
285.597,-165.410
285.606,-234.238
285.624,-212.647
285.626,-184.841
285.637,-255.846
285.650,-165.126
285.658,-233.568
285.674,-212.245
285.677,-184.707
285.686,-256.650
285.699,-165.410
285.708,-234.372
285.715,-212.647
285.725,-184.573
285.735,-257.320
285.748,-165.410
285.757,-233.568
285.766,-211.843
285.778,-184.707
285.786,-256.650
285.795,-165.260
285.807,-234.238
285.817,-212.245
285.828,-184.975
285.836,-257.320
285.857,-165.544
285.858,-234.238
285.869,-211.843
285.877,-184.975
285.888,-256.516
285.895,-165.260
285.908,-233.970
285.917,-211.843
285.927,-185.109
285.938,-256.784
285.945,-165.260
285.966,-234.238
285.969,-211.709
285.977,-185.109
285.990,-256.248
285.997,-165.410
286.014,-234.238
286.017,-211.575
286.027,-185.243
286.036,-256.516
286.047,-165.410
286.056,-234.238
286.074,-211.156
286.077,-184.707
286.085,-255.980
286.099,-165.260
286.106,-234.104
286.125,-210.620
286.126,-185.243
286.140,-256.114
286.150,-165.126
286.157,-234.238
286.165,-210.352
286.176,-185.779
286.198,-256.248
286.200,-165.126
286.208,-234.657
286.217,-210.620
286.225,-184.975
286.235,-255.980
286.247,-165.126
286.256,-234.523
286.266,-210.620
286.277,-186.064
286.285,-256.114
286.307,-165.260
286.309,-234.372
286.317,-210.486
286.326,-186.332
286.338,-256.248
286.346,-164.992
286.357,-234.372
286.366,-210.486
286.379,-185.913
286.387,-257.052
286.395,-164.992
286.416,-235.059
286.417,-210.084
286.429,-186.198
286.439,-256.516
286.446,-165.410
286.466,-234.791
286.467,-210.620
286.479,-186.466
286.486,-256.114
286.498,-164.992
286.506,-234.791
286.516,-209.816
286.536,-186.198
286.538,-255.846
286.549,-165.126
286.557,-234.925
286.569,-209.548
286.575,-186.600
286.588,-256.516
286.597,-165.126
286.606,-235.595
286.617,-209.816
286.625,-186.600
286.647,-256.516
286.648,-165.126
286.658,-234.925
286.667,-209.280
286.678,-186.734
286.685,-256.248
286.698,-165.126
286.707,-234.925
286.719,-209.548
286.728,-186.734
286.736,-256.516
286.754,-164.992
286.756,-235.595
286.768,-208.995
286.778,-186.734
286.786,-255.980
286.805,-165.126
286.806,-235.997
286.819,-209.280
286.829,-186.868
286.836,-255.025
286.845,-164.992
286.862,-236.265
286.866,-209.146
286.878,-186.734
286.888,-255.846
286.896,-164.724
286.916,-235.193
286.917,-208.325
286.928,-186.466
286.937,-255.846
286.948,-164.724
286.955,-236.265
286.965,-208.325
286.986,-187.270
286.988,-255.980
287.000,-165.126
287.006,-236.265
287.016,-208.325
287.036,-187.404
287.037,-255.980
287.046,-165.126
287.060,-236.533
287.067,-208.459
287.076,-189.832
287.095,-256.248
287.096,-164.992
287.107,-236.399
287.116,-208.325
287.127,-186.734
287.146,-255.980
287.147,-165.126
287.157,-236.265
287.166,-208.057
287.177,-188.074
287.185,-255.846
287.195,-165.126
287.205,-236.667
287.219,-207.119
287.229,-187.940
287.236,-255.846
287.245,-164.456
287.256,-236.667
287.268,-208.057
287.277,-188.074
287.287,-255.846
287.298,-164.724
287.305,-236.667
287.328,-206.851
287.329,-188.074
287.339,-255.846
287.347,-164.456
287.356,-236.817
287.365,-206.566
287.378,-188.208
287.388,-255.980
287.396,-164.858
287.408,-236.951
287.415,-206.985
287.436,-188.492
287.438,-254.891
287.447,-164.724
287.460,-236.951
287.467,-206.432
287.486,-188.208
287.488,-255.846
287.497,-164.724
287.505,-237.219
287.517,-206.164
287.526,-189.028
287.544,-255.846
287.547,-164.456
287.556,-237.755
287.568,-206.030
287.576,-189.296
287.595,-255.846
287.596,-164.590
287.610,-238.157
287.619,-206.164
287.626,-189.162
287.635,-255.846
287.652,-164.590
287.657,-237.487
287.667,-206.030
287.676,-189.296
287.686,-255.846
287.703,-164.858
287.707,-238.425
287.718,-205.762
287.728,-189.698
287.736,-255.712
287.746,-164.322
287.755,-238.291
287.775,-205.494
287.776,-189.564
287.785,-255.712
287.799,-163.518
287.806,-238.023
287.825,-205.226
287.826,-188.894
287.836,-255.712
287.849,-164.724
287.856,-238.425
287.865,-204.824
287.883,-190.653
287.885,-255.846
287.898,-164.456
287.908,-238.157
287.916,-204.690
287.933,-190.653
287.936,-255.846
287.947,-164.992
287.956,-238.693
287.965,-204.824
287.975,-190.787
287.991,-255.846
287.998,-164.054
288.006,-238.559
288.016,-204.137
288.025,-190.653
288.042,-255.712
288.047,-164.188
288.056,-238.693
288.067,-201.977
288.076,-191.457
288.088,-249.765
288.100,-164.724
288.107,-239.916
288.117,-204.003
288.125,-191.323
288.135,-255.578
288.153,-164.724
288.156,-238.961
288.168,-203.333
288.176,-191.055
288.185,-255.444
288.196,-164.456
288.210,-238.559
288.220,-203.869
288.226,-191.189
288.236,-255.846
288.245,-164.724
288.258,-239.514
288.268,-203.333
288.276,-191.591
288.289,-255.444
288.295,-164.590
288.318,-239.782
288.319,-203.601
288.328,-192.261
288.336,-255.578
288.350,-164.456
288.355,-239.782
288.368,-202.529
288.378,-192.663
288.386,-255.846
288.396,-164.590
288.406,-240.318
288.426,-203.065
288.427,-192.663
288.436,-255.310
288.449,-164.188
288.456,-239.916
288.476,-202.529
288.477,-192.395
288.486,-255.578
288.496,-164.724
288.507,-240.720
288.515,-201.977
288.525,-193.082
288.536,-254.891
288.548,-164.188
288.559,-239.246
288.567,-200.905
288.576,-192.663
288.585,-255.176
288.598,-164.724
288.607,-240.586
288.615,-201.709
288.626,-193.082
288.636,-255.025
288.657,-164.322
288.659,-240.720
288.669,-200.905
288.678,-193.350
288.686,-254.355
288.695,-164.188
288.706,-240.586
288.720,-200.637
288.726,-193.752
288.737,-255.176
288.746,-164.456
288.765,-240.854
288.768,-200.369
288.776,-193.350
288.789,-254.355
288.796,-163.920
288.820,-218.861
288.821,-200.503
288.828,-194.154
288.846,-254.355
288.848,-163.786
288.856,-241.122
288.866,-199.966
288.883,-194.422
288.888,-254.489
288.898,-164.724
288.907,-240.720
288.915,-199.548
288.934,-193.886
288.937,-253.819
288.948,-163.518
288.959,-241.407
288.966,-199.682
288.976,-194.958
288.991,-253.953
288.996,-164.188
289.006,-241.675
289.016,-199.414
289.025,-195.226
289.042,-254.087
289.046,-163.920
289.057,-242.077
289.066,-199.012
289.076,-195.377
289.085,-253.819
289.099,-164.054
289.107,-241.943
289.116,-199.012
289.127,-194.958
289.136,-253.819
289.151,-163.786
289.158,-242.077
289.167,-198.342
289.175,-195.377
289.185,-253.685
289.195,-163.786
289.205,-241.943
289.224,-197.806
289.226,-195.511
289.238,-253.551
289.247,-163.920
289.256,-242.881
289.272,-198.074
289.276,-196.047
289.287,-253.819
289.296,-164.724
289.305,-242.881
289.315,-198.208
289.332,-196.717
289.336,-253.417
289.347,-164.188
289.356,-242.881
289.365,-197.806
289.381,-196.047
289.386,-252.730
289.397,-163.652
289.408,-242.747
289.416,-197.119
289.425,-196.717
289.441,-253.551
289.446,-163.652
289.456,-242.345
289.466,-196.717
289.475,-197.119
289.490,-253.283
289.499,-163.786
289.506,-243.015
289.515,-197.119
289.526,-196.717
289.535,-253.551
289.548,-163.920
289.558,-242.881
289.566,-195.645
289.578,-196.851
289.585,-253.149
289.598,-164.322
289.610,-243.149
289.616,-196.181
289.628,-197.521
289.636,-252.881
289.658,-164.590
289.660,-242.881
289.669,-196.047
289.678,-197.521
289.686,-253.283
289.695,-164.188
289.709,-243.417
289.718,-195.511
289.727,-197.940
289.738,-252.194
289.745,-163.786
289.767,-243.149
289.768,-195.226
289.776,-197.521
289.789,-252.328
289.798,-163.518
289.816,-243.283
289.818,-194.958
289.828,-198.208
289.837,-252.328
289.849,-164.188
289.855,-242.881
289.865,-195.377
289.875,-198.744
289.889,-252.194
289.900,-164.322
289.906,-244.104
289.917,-194.824
289.926,-198.208
289.939,-251.658
289.948,-164.322
289.957,-244.238
289.966,-194.958
289.975,-199.012
289.999,-251.792
290.000,-164.188
290.006,-243.702
290.016,-193.886
290.026,-199.012
290.035,-251.658
290.050,-163.652
290.059,-244.640
290.066,-194.020
290.075,-199.280
290.086,-251.524
290.106,-163.652
290.107,-244.104
290.118,-193.216
290.126,-199.682
290.138,-251.524
290.145,-163.786
290.156,-244.774
290.166,-193.752
290.179,-199.682
290.186,-251.524
290.196,-164.724
290.216,-245.042
290.218,-193.618
290.227,-199.816
290.236,-251.524
290.248,-163.786
290.256,-244.640
290.267,-192.797
290.277,-199.816
290.287,-251.122
290.298,-164.188
290.305,-245.310
290.315,-192.261
290.332,-199.682
290.337,-250.720
290.346,-163.652
290.356,-244.506
290.365,-191.591
290.383,-200.101
290.386,-250.586
290.396,-163.384
290.406,-244.774
290.415,-191.457
290.425,-200.369
290.441,-250.586
290.447,-163.652
290.457,-245.176
290.467,-191.323
290.475,-200.369
290.489,-250.586
290.499,-163.786
290.506,-245.444
290.515,-191.055
290.526,-201.173
290.535,-250.034
290.548,-164.322
290.560,-245.444
290.566,-191.055
290.576,-201.441
290.586,-249.899
290.599,-164.322
290.609,-245.846
290.617,-191.055
290.626,-201.843
290.635,-250.586
290.657,-164.456
290.659,-245.712
290.668,-190.653
290.677,-201.709
290.686,-249.363
290.695,-164.188
290.709,-246.131
290.721,-190.503
290.726,-202.261
290.738,-250.034
290.745,-164.456
290.766,-246.399
290.768,-190.369
290.780,-201.977
290.786,-249.631
290.799,-164.188
290.806,-246.265
290.817,-189.698
290.828,-201.977
290.836,-249.095
290.849,-164.322
290.855,-246.533
290.865,-189.162
290.875,-202.261
290.888,-248.961
290.897,-164.188
290.907,-246.533
290.918,-189.564
290.926,-203.333
290.937,-249.229
290.946,-164.590
290.960,-247.203
290.967,-189.832
290.975,-203.735
290.997,-248.827
290.999,-164.992
291.009,-247.069
291.016,-189.296
291.028,-203.869
291.035,-248.559
291.048,-164.188
291.056,-247.203
291.070,-188.894
291.077,-204.003
291.086,-248.693
291.105,-164.590
291.107,-247.471
291.117,-189.028
291.126,-204.003
291.137,-248.827
291.156,-165.126
291.158,-247.605
291.167,-188.760
291.180,-204.137
291.187,-247.873
291.195,-164.322
291.205,-247.203
291.216,-187.672
291.227,-204.137
291.238,-248.007
291.247,-165.126
291.257,-247.605
291.265,-188.074
291.277,-204.137
291.289,-247.873
291.298,-164.858
291.306,-247.873
291.316,-187.672
291.331,-204.556
291.337,-247.337
291.347,-165.126
291.359,-226.147
291.365,-189.028
291.383,-205.896
291.387,-247.873
291.396,-165.126
291.408,-248.559
291.416,-187.404
291.425,-205.360
291.442,-247.203
291.447,-164.992
291.456,-248.425
291.466,-187.002
291.475,-205.628
291.489,-247.203
291.499,-165.126
291.506,-248.291
291.516,-186.868
291.525,-205.360
291.535,-247.203
291.547,-164.992
291.558,-248.141
291.567,-186.734
291.578,-205.762
291.585,-247.069
291.598,-165.126
291.607,-248.007
291.615,-186.466
291.627,-205.360
291.635,-246.399
291.656,-164.322
291.658,-248.007
291.667,-185.913
291.677,-205.896
291.687,-246.533
291.701,-164.992
291.708,-248.559
291.717,-185.377
291.725,-206.164
291.737,-246.265
291.746,-165.126
291.766,-248.827
291.768,-185.913
291.780,-206.432
291.786,-245.846
291.798,-165.126
291.806,-248.559
291.820,-184.573
291.829,-206.985
291.837,-245.846
291.847,-165.544
291.855,-248.961
291.865,-185.377
291.876,-207.119
291.888,-245.310
291.898,-165.126
291.907,-248.559
291.918,-184.707
291.925,-207.387
291.938,-245.176
291.948,-165.126
291.955,-249.497
291.966,-184.707
291.975,-208.057
291.997,-245.444
291.999,-165.544
292.009,-249.765
292.017,-184.305
292.028,-207.655
292.035,-245.176
292.047,-165.946
292.059,-249.765
292.069,-184.707
292.076,-208.325
292.085,-245.444
292.105,-166.080
292.106,-249.765
292.116,-183.769
292.126,-208.325
292.137,-244.640
292.156,-165.544
292.158,-250.302
292.166,-183.618
292.179,-208.727
292.186,-244.908
292.196,-166.348
292.216,-250.720
292.217,-183.618
292.229,-208.459
292.239,-244.372
292.246,-166.080
292.257,-250.168
292.267,-183.216
292.276,-208.727
292.286,-243.702
292.297,-165.946
292.305,-250.854
292.315,-183.082
292.326,-209.146
292.337,-243.015
292.348,-165.410
292.357,-250.168
292.368,-182.412
292.376,-209.816
292.387,-243.149
292.396,-165.678
292.410,-250.168
292.417,-182.278
292.426,-209.280
292.447,-242.881
292.448,-166.080
292.458,-250.720
292.466,-182.278
292.478,-209.816
292.494,-242.881
292.497,-166.482
292.510,-250.988
292.517,-181.742
292.527,-210.620
292.535,-242.881
292.554,-166.482
292.557,-251.256
292.569,-181.742
292.580,-210.620
292.587,-242.747
292.606,-166.884
292.608,-251.256
292.620,-181.474
292.626,-210.888
292.637,-242.613
292.645,-167.152
292.664,-251.524
292.666,-182.010
292.676,-211.290
292.687,-241.943
292.696,-166.884
292.712,-251.390
292.716,-181.474
292.728,-211.709
292.737,-241.541
292.745,-166.884
292.755,-251.524
292.771,-180.653
292.776,-211.843
292.786,-240.988
292.796,-167.018
292.806,-251.658
292.819,-180.385
292.829,-211.575
292.837,-240.988
292.846,-167.705
292.855,-251.524
292.865,-180.251
292.879,-211.156
292.888,-240.586
292.896,-167.420
292.906,-251.792
292.915,-179.849
292.927,-212.647
292.938,-240.720
292.947,-167.554
292.958,-251.792
292.966,-179.849
292.988,-212.647
292.989,-240.452
292.998,-167.554
293.007,-251.792
293.017,-179.313
293.025,-212.781
293.038,-240.050
293.047,-167.554
293.057,-252.060
293.069,-179.581
293.076,-212.647
293.095,-239.514
293.096,-168.107
293.106,-252.328
293.119,-179.028
293.127,-213.317
293.148,-239.246
293.149,-167.420
293.157,-252.194
293.169,-178.894
293.178,-213.049
293.186,-238.961
293.195,-167.554
293.205,-252.194
293.218,-178.090
293.231,-213.049
293.237,-238.559
293.245,-168.107
293.256,-252.194
293.268,-178.358
293.278,-214.941
293.290,-238.559
293.298,-168.777
293.305,-252.194
293.327,-177.956
293.328,-214.941
293.338,-238.157
293.346,-168.107
293.358,-252.596
293.365,-177.956
293.379,-215.477
293.387,-238.291
293.396,-168.643
293.407,-253.551
293.415,-177.956
293.435,-215.611
293.437,-238.023
293.446,-169.179
293.459,-253.417
293.467,-177.956
293.485,-216.432
293.486,-237.219
293.495,-169.313
293.509,-252.881
293.516,-177.688
293.525,-216.566
293.544,-236.951
293.547,-168.777
293.556,-253.551
293.569,-177.420
293.576,-216.968
293.595,-237.085
293.596,-169.447
293.609,-253.685
293.619,-176.734
293.626,-216.566
293.635,-236.265
293.645,-169.447
293.667,-253.283
293.669,-176.198
293.678,-216.834
293.687,-235.997
293.698,-169.447
293.705,-253.551
293.718,-175.930
293.728,-217.370
293.736,-235.729
293.749,-170.134
293.756,-253.685
293.776,-176.332
293.777,-217.906
293.786,-236.265
293.799,-170.268
293.808,-253.953
293.826,-175.662
293.826,-217.638
293.836,-235.059
293.846,-170.000
293.856,-253.819
293.866,-175.796
293.882,-218.459
293.885,-234.925
293.897,-170.134
293.906,-254.087
293.915,-175.528
293.931,-218.861
293.938,-234.238
293.946,-170.938
293.956,-254.891
293.966,-174.992
293.975,-219.129
293.992,-234.238
293.996,-170.268
294.007,-254.087
294.015,-175.126
294.025,-218.727
294.040,-233.970
294.049,-170.670
294.057,-254.221
294.068,-174.439
294.076,-219.665
294.085,-233.970
294.095,-171.206
294.116,-254.355
294.117,-173.903
294.127,-219.799
294.136,-233.300
294.148,-171.608
294.156,-254.355
294.167,-174.171
294.176,-219.799
294.186,-233.032
294.197,-171.608
294.205,-254.355
294.225,-173.769
294.227,-219.531
294.238,-232.496
294.249,-171.608
294.256,-254.623
294.274,-173.903
294.275,-220.469
294.288,-232.228
294.298,-171.742
294.305,-254.891
294.316,-173.769
294.333,-221.156
294.336,-231.809
294.348,-171.608
294.357,-254.623
294.365,-173.635
294.384,-221.022
294.386,-231.407
294.397,-171.876
294.408,-255.025
294.416,-173.099
294.425,-221.290
294.441,-231.273
294.446,-172.563
294.456,-255.444
294.467,-173.099
294.476,-221.424
294.489,-231.407
294.496,-173.367
294.507,-255.444
294.516,-173.099
294.525,-221.826
294.535,-230.603
294.549,-173.501
294.560,-255.310
294.566,-172.295
294.575,-222.228
294.586,-230.335
294.599,-173.367
294.608,-255.578
294.616,-172.831
294.630,-197.940
294.635,-232.898
294.646,-173.769
294.658,-255.712
294.669,-172.563
294.676,-222.764
294.686,-229.648
294.695,-173.769
294.708,-255.846
294.718,-172.295
294.726,-223.585
294.738,-229.246
294.746,-173.769
294.767,-256.114
294.768,-172.010
294.777,-223.853
294.786,-229.246
294.798,-174.037
294.806,-255.846
294.823,-197.253
294.829,-223.719
294.836,-228.040
294.849,-174.037
294.855,-255.846
294.875,-170.938
294.876,-224.121
294.885,-228.174
294.899,-174.439
294.906,-255.846
294.924,-170.804
294.926,-223.853
294.938,-226.817
294.948,-174.858
294.955,-256.248
294.965,-171.340
294.983,-224.791
294.985,-226.951
294.996,-175.126
295.005,-255.846
295.016,-170.670
295.031,-224.925
295.036,-226.549
295.047,-174.992
295.056,-255.846
295.065,-170.268
295.075,-225.209
295.092,-225.611
295.097,-175.394
295.106,-255.846
295.116,-170.134
295.125,-225.209
295.143,-226.281
295.146,-175.662
295.159,-255.980
295.168,-170.134
295.175,-225.745
295.185,-225.343
295.196,-176.064
295.216,-255.846
295.217,-170.000
295.226,-225.745
295.239,-224.791
295.247,-176.600
295.266,-255.980
295.267,-169.715
295.280,-226.281
295.286,-225.209
295.298,-176.198
295.305,-256.114
295.315,-169.313
295.325,-225.745
295.339,-223.719
295.349,-176.064
295.358,-255.846
295.366,-169.179
295.376,-226.281
295.389,-224.121
295.399,-177.152
295.407,-255.846
295.419,-169.447
295.425,-226.415
295.448,-223.451
295.450,-177.420
295.459,-256.114
295.466,-168.643
295.476,-227.638
295.485,-223.049
295.499,-177.822
295.509,-256.382
295.517,-168.643
295.526,-227.219
295.535,-223.049
295.555,-178.090
295.556,-256.516
295.568,-169.045
295.577,-226.415
295.587,-221.558
295.595,-175.662
295.605,-256.516
295.616,-168.643
295.628,-228.442
295.636,-221.558
295.646,-178.492
295.665,-256.516
295.666,-168.643
295.679,-228.442
295.689,-221.290
295.696,-178.760
295.716,-256.248
295.717,-168.107
295.729,-229.246
295.739,-220.620
295.746,-179.313
295.756,-256.114
295.765,-167.705
295.787,-228.308
295.789,-220.335
295.798,-179.313
295.806,-256.114
295.818,-167.152
295.826,-227.504
295.837,-219.531
295.845,-179.447
295.859,-255.980
295.866,-167.705
295.875,-230.067
295.896,-219.129
295.898,-179.715
295.906,-256.248
295.918,-167.152
295.926,-229.933
295.945,-219.799
295.947,-180.519
295.956,-257.186
295.969,-167.152
295.976,-229.933
295.986,-218.459
296.003,-181.189
296.006,-256.382
296.019,-167.152
296.028,-230.737
296.036,-217.906
296.055,-181.474
296.056,-256.784
296.065,-166.884
296.079,-230.871
296.086,-217.370
296.095,-181.055
296.105,-256.516
296.124,-166.482
296.126,-231.005
296.137,-216.834
296.145,-181.474
296.157,-256.248
296.175,-166.080
296.176,-231.407
296.186,-216.566
296.198,-182.144
296.206,-256.382
296.215,-165.946
296.235,-231.943
296.236,-216.298
296.246,-182.412
296.259,-256.382
296.266,-166.348
296.285,-231.943
296.288,-215.209
296.296,-182.412
296.309,-255.980
296.316,-165.812
296.326,-232.362
296.345,-215.075
296.345,-182.412
296.358,-256.248
296.368,-165.544
296.375,-232.764
296.395,-214.941
296.397,-183.216
296.408,-256.248
296.418,-165.544
296.425,-232.764
296.435,-213.049
296.445,-183.769
296.466,-256.382
296.467,-165.410
296.476,-233.166
296.489,-212.647
296.497,-183.903
296.516,-256.114
296.517,-165.260
296.526,-233.836
296.539,-212.379
296.546,-184.707
296.555,-256.382
296.574,-165.126
296.576,-233.032
296.589,-211.156
296.598,-184.573
296.607,-256.382
296.626,-165.260
296.626,-234.238
296.636,-211.441
296.648,-185.243
296.656,-257.052
296.665,-165.126
296.684,-234.523
296.686,-211.022
296.697,-185.913
296.706,-256.248
296.715,-165.410
296.733,-234.657
296.736,-210.888
296.747,-186.332
296.756,-256.248
296.766,-165.126
296.775,-235.059
296.792,-209.548
296.796,-186.600
296.806,-255.980
296.817,-164.992
296.825,-235.461
296.839,-209.146
296.849,-186.600
296.856,-255.980
296.865,-164.992
296.876,-235.461
296.886,-208.459
296.898,-186.600
